-8.47251,-7.01537,-3.17442,28.8175,21.8014,9.99197,-29.1829,-18.5044,-8.84168,3.15315,0.247127,0.694503,7.14767,1.37706,0.371378,-2.5,0,0,1.2165,0,0,233,4407,31646,
-2.13957,-0.518312,0.317563,10.5572,2.44068,-1.24534,-15.6919,-3.29341,0.979929,3.15315,0.247127,0.694503,7.14767,1.37706,0.371378,-2.5,0,0,1.75412,0,0,98,443,8048,
-1.55548,-0.164752,-0.354585,8.44095,0.925191,1.83423,-13.7936,-1.56662,-2.79191,3.15315,0.247127,0.694503,7.14767,1.37706,0.371378,-2.5,0,0,1.93573,0,1,97,217,8072,
-2.20273,0.235597,-1.03084,10.6394,-0.819598,4.54226,-15.5672,0.467221,-5.64577,3.15315,0.247127,0.694503,7.14767,1.37706,0.371378,-2.5,0,0,1.70137,0,0,98,209,11053,
-2.82129,-0.158152,-0.455903,11.9013,0.874414,1.82086,-15.718,-1.46735,-2.30387,3.15315,0.247127,0.694503,7.14767,1.37706,0.371378,-2.5,0,0,1.37303,0,0,99,204,7723,
-10.5453,0.92224,-0.47915,35.0014,-2.31809,1.79164,-34.1013,1.03975,-2.18851,3.15315,0.247127,0.694503,7.14767,1.37706,0.371378,-2.5,0,0,1.2104,0,1,100,2015,495,
-59.0803,23.8027,-61.4382,117.294,-39.5895,109.189,-69.0912,16.3396,-52.65,3.15315,0.247127,0.694503,7.14767,1.37706,0.371378,-2.5,0,0,0.702827,2,0,96,643,4168,
-13.7369,-10.3975,-4.96649,41.2719,28.7192,13.8516,-36.7161,-21.6891,-10.8263,3.15315,0.247127,0.694503,7.14767,1.37706,0.371378,-2.5,0,0,1.07973,1,0,96,1879,12162,
-1.47122,-0.457454,0.348624,7.83748,2.26385,-1.48522,-12.7728,-3.19794,1.3885,3.15315,0.247127,0.694503,7.14767,1.37706,0.371378,-2.5,0,0,1.85352,0,1,97,285,4656,
6.34869,43.7423,-53.5723,-0.989708,-80.9055,102.337,-11.9991,38.8646,-52.9535,3.15315,0.247127,0.694503,7.14767,1.37706,0.371378,-2.5,0,0,0.756364,1,0,96,1692,8274,
-6.40511,3.4062,-6.42239,21.1407,-7.56812,16.4053,-21.9973,3.79117,-11.758,3.15315,0.247127,0.694503,7.14767,1.37706,0.371378,-2.5,0,0,0.987571,0,1,95,2005,8421,
-1.39081,-0.370452,-2.40278,6.96799,1.63914,9.10148,-11.1808,-2.20304,-9.55786,3.15315,0.247127,0.694503,7.14767,1.37706,0.371378,-2.5,0,0,1.47919,0,1,97,3990,5593,
-5.9508,5.58707,1.08679,20.4719,-15.0792,-2.63954,-21.9065,10.3246,1.15752,3.15315,0.247127,0.694503,7.14767,1.37706,0.371378,-2.5,0,0,1.12155,0,1,97,209,7331,
-3.73072,-0.39296,-0.509982,15.8265,1.7387,2.13347,-20.1236,-2.31768,-2.71829,3.15315,0.247127,0.694503,7.14767,1.37706,0.371378,-2.5,0,0,1.51213,0,0,98,215,8439,
-1.42248,0.218852,-1.16942,7.09093,-0.555359,4.57848,-11.3079,-0.0237945,-5.13541,3.15315,0.247127,0.694503,7.14767,1.37706,0.371378,-2.5,0,0,1.49379,0,0,98,214,12071,
-1.17688,-0.185961,-0.675535,6.648,1.03421,3.42193,-11.531,-1.71563,-4.88587,3.15315,0.247127,0.694503,7.14767,1.37706,0.371378,-2.5,0,0,1.95792,0,1,95,203,5186,
-12.3775,-2.17824,4.02118,39.7446,6.91983,-11.465,-37.3001,-6.30155,8.22519,3.15315,0.247127,0.694503,7.14767,1.37706,0.371378,-2.5,0,0,1.17674,0,0,94,5527,4207,
3.05314,-5.20598,-13.4579,-3.28705,14.2527,35.4496,-5.16979,-10.9619,-25.4563,3.15315,0.247127,0.694503,7.14767,1.37706,0.371378,-2.5,0,0,1.03917,1,0,99,4639,10139,
